Country/Region,Continent,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases/1M_pop,Deaths/1M_pop,TotalTests,Tests/1M_pop,WHO_Region,MortalityRatio,RecoveryRatio,CasesPerPopulation,DeathsPer1M,CasesPer1M,DailyGrowthRateCases,DailyGrowthRateDeaths,DailyGrowthRateRecovered,DailyGrowthRateCases_MA7,DailyGrowthRateDeaths_MA7,DailyGrowthRateRecovered_MA7
Malaysia,Asia,32406372.0,9038,656.0,125.0,80.0,8713.0,936.0,200.0,2.0,279.0,4.0,991333.0,30591.0,WesternPacific,1.3830493472007082,96.40407169727816,0.0002788957677829533,3.8572660956925384,278.89576778295327,7.258242974109316,64.0,10.742568575691495,6.273829303192,36.284864293601736,11.852885878965987
French Guiana,South America,299385.0,8127,656.0,47.0,80.0,7240.0,936.0,840.0,23.0,27146.0,157.0,41412.0,138324.0,Europe,0.5783191829703458,89.08576350436816,0.027145648579588157,156.98849307747548,27145.648579588156,8.071859234649931,170.2127659574468,12.928176795580109,6.678793934167855,52.07218906790651,12.382126519226516
Gabon,Africa,2230563.0,7787,656.0,51.0,80.0,5609.0,936.0,2127.0,11.0,3491.0,23.0,85369.0,38272.0,Africa,0.6549377167073328,72.03030692179273,0.0034910468791959698,22.86418271978868,3491.0468791959697,8.42429690509824,156.86274509803923,16.687466571581385,7.086727690438257,72.9833058081806,12.6072791541353
Tajikistan,Asia,9557468.0,7665,656.0,62.0,80.0,6443.0,936.0,1160.0,27.5,802.0,6.0,135702.0,32585.0,Europe,0.8088714938030006,84.05740378343118,0.0008019906527544743,6.487073773095552,801.9906527544744,8.558382257012394,129.03225806451613,14.527394071084899,7.487226472883888,89.20593012963813,12.894997023724969
Guinea,Africa,13164905.0,7664,656.0,49.0,80.0,6757.0,936.0,858.0,24.0,582.0,4.0,14407.0,1094.0,Africa,0.6393528183716075,88.16544885177453,0.0005821538400770837,3.7220169837913755,582.1538400770837,8.559498956158663,163.26530612244898,13.852301317152582,7.835403678606707,107.4046253668618,12.990862629235268
Haiti,North America,11416103.0,7544,656.0,171.0,80.0,4832.0,936.0,2541.0,27.5,661.0,15.0,18443.0,1616.0,Americas,2.2667020148462353,64.050901378579,0.0006608209473933443,14.978841729090917,660.8209473933443,8.695652173913043,46.783625730994146,19.370860927152318,8.087839474107472,109.62371475700381,14.248426706587937
Finland,Europe,5541604.0,7532,656.0,331.0,80.0,6980.0,936.0,221.0,27.5,1359.0,60.0,389500.0,70287.0,Europe,4.394583112055231,92.6712692511949,0.0013591732646360151,59.72999875126408,1359.1732646360151,8.709506107275624,24.169184290030213,13.40974212034384,8.325348372602459,107.76084075192509,14.50264433979809
Zambia,Africa,18430129.0,7164,656.0,199.0,80.0,5786.0,936.0,1179.0,27.5,389.0,11.0,90307.0,4900.0,Africa,2.7777777777777777,80.76493579006141,0.000388711332405758,10.797537011271055,388.711332405758,9.156895589056393,40.20100502512563,16.1769789146215,8.596584460452041,104.36098432694303,15.278988673930948
Luxembourg,Europe,626952.0,7073,656.0,119.0,80.0,5750.0,936.0,1204.0,9.0,11282.0,190.0,623994.0,995282.0,Europe,1.6824544040718223,81.29506574296622,0.011281565414896196,189.8071941711646,11281.565414896197,9.27470663084971,67.22689075630252,16.278260869565216,8.768419802766294,89.64871644106526,15.757572113071678
Mauritania,Africa,4660728.0,6444,656.0,157.0,80.0,5291.0,936.0,996.0,3.0,1383.0,34.0,57387.0,12313.0,Africa,2.436374922408442,82.10738671632527,0.001382616621266034,33.68572463357656,1382.616621266034,10.180012414649287,50.955414012738856,17.69041769041769,9.01923630413073,74.51909771459377,15.900850844334006
Paraguay,South America,7141091.0,6375,656.0,66.0,80.0,4974.0,936.0,1335.0,23.0,893.0,9.0,135277.0,18943.0,Americas,1.035294117647059,78.0235294117647,0.0008927207341287207,9.242285247450285,892.7207341287207,10.290196078431373,121.21212121212122,18.817852834740652,9.266638278619157,73.4019353071088,16.513773524856255
Albania,Europe,2877470.0,6016,656.0,188.0,80.0,3155.0,936.0,2673.0,23.0,2091.0,65.0,38997.0,13553.0,Europe,3.125,52.44348404255319,0.0020907255331940908,65.33517291231533,2090.7255331940905,10.904255319148938,42.5531914893617,29.667194928684626,9.601603473332052,56.15734750238204,18.773044040789408
Lebanon,Asia,6822220.0,5672,656.0,70.0,80.0,1974.0,936.0,3628.0,46.0,831.0,10.0,345268.0,50609.0,EasternMediterranean,1.2341325811001411,34.80253878702398,0.0008314009222804307,10.260589661429858,831.4009222804307,11.56558533145275,114.28571428571428,47.41641337386018,10.011593924409153,65.80050301019921,22.77955153317625
Croatia,Europe,4102577.0,5404,656.0,155.0,80.0,4688.0,936.0,561.0,7.0,1317.0,38.0,125317.0,30546.0,Europe,2.868245743893412,86.75055514433753,0.0013172208589869246,37.78113122556871,1317.2208589869247,12.139156180606959,51.61290322580645,19.965870307167236,10.50154393488506,69.72103428673867,23.716141274151017
Djibouti,Africa,989387.0,5330,656.0,59.0,80.0,5057.0,936.0,214.0,27.5,5387.0,60.0,59909.0,60552.0,EasternMediterranean,1.1069418386491556,94.8780487804878,0.005387174078495068,59.63288379572402,5387.174078495068,12.307692307692308,135.59322033898303,18.50899742930591,10.951657751833048,83.34849361728972,24.04928677624879
Greece,Europe,10417673.0,5123,656.0,210.0,80.0,1374.0,936.0,3539.0,14.0,492.0,20.0,619393.0,59456.0,Europe,4.0991606480577785,26.820222525863752,0.0004917604920023886,20.158052570857237,491.7604920023886,12.80499707202811,38.095238095238095,68.12227074235808,11.455984957715673,79.18682895142338,31.45557390093348
Libya,Africa,6880353.0,4879,656.0,107.0,80.0,652.0,936.0,4120.0,27.5,709.0,16.0,59699.0,8677.0,EasternMediterranean,2.193072350891576,13.363394138143061,0.0007091205930858489,15.551527661444114,709.1205930858489,13.445378151260504,74.76635514018692,143.55828220858896,11.922465777231563,82.58839196963024,49.43669740352938
Equatorial Guinea,Africa,1407001.0,4821,656.0,83.0,80.0,2182.0,936.0,2556.0,27.5,3426.0,59.0,44356.0,31525.0,Africa,1.7216345156606514,45.2603194358017,0.0034264367971309187,58.99071855670323,3426.436797130919,13.607135449076955,96.3855421686747,42.896425297891845,12.39631425875236,79.04173782056645,52.87649346969384
Maldives,Asia,541448.0,4680,656.0,19.0,80.0,2725.0,936.0,1936.0,12.0,8643.0,35.0,85587.0,158071.0,South-EastAsia,0.40598290598290604,58.22649572649573,0.008643489310146127,35.09108907965308,8643.489310146126,14.017094017094017,421.05263157894734,34.34862385321101,12.841005501315944,133.11308640479297,53.54526903034047
CAR,Africa,4837752.0,4620,656.0,59.0,80.0,1641.0,936.0,2920.0,2.0,955.0,12.0,29589.0,6116.0,Europe,1.277056277056277,35.51948051948052,0.0009549890114251413,12.195747115602453,954.9890114251413,14.1991341991342,135.59322033898303,57.038391224862885,13.217226768127578,136.15701584097422,54.91983729476942
Hungary,Europe,9657785.0,4597,656.0,600.0,80.0,3463.0,936.0,534.0,8.0,476.0,62.0,352546.0,36504.0,Europe,13.051990428540353,75.33173809005874,0.0004759890596032113,62.126046500310366,475.98905960321133,14.270176201870784,13.333333333333334,27.02858792954086,13.521658199736695,130.6885058563352,55.92879695510851
Malawi,Africa,19174839.0,4491,656.0,137.0,80.0,2137.0,936.0,2217.0,4.0,234.0,7.0,33466.0,1745.0,Africa,3.050545535515475,47.58405700289468,0.0002342131790519858,7.144779677159219,234.2131790519858,14.606991761300378,58.3941605839416,43.799719232569025,13.850129550252134,119.66006874847214,59.54175721271753
Zimbabwe,Africa,14883803.0,4339,656.0,84.0,80.0,1264.0,936.0,2991.0,27.5,292.0,6.0,140421.0,9434.0,Africa,1.9359299377736807,29.131136206499193,0.00029152495501317773,5.643718880181362,291.52495501317776,15.118690942613505,95.23809523809523,74.0506329113924,14.18065724605005,127.8233340545946,60.388666094008144
Nicaragua,North America,6632263.0,3902,656.0,123.0,80.0,2913.0,936.0,866.0,27.5,588.0,19.0,135702.0,32585.0,Americas,3.1522296258329066,74.65402357765248,0.0005883361380572514,18.545706043321864,588.3361380572513,16.8118913377755,65.04065040650406,32.13182286302781,14.661587701266475,126.43394766406846,44.4706004732137
Hong Kong,Asia,7503041.0,3850,656.0,46.0,80.0,2458.0,936.0,1346.0,39.0,513.0,6.0,692430.0,92287.0,WesternPacific,1.194805194805195,63.84415584415585,0.0005131252781372246,6.130847479042164,513.1252781372247,17.03896103896104,173.91304347826087,38.07973962571196,15.151848499821346,137.50930499400937,43.782502520045135
Congo,Africa,5530506.0,3546,656.0,58.0,80.0,1589.0,936.0,1899.0,27.5,641.0,10.0,135702.0,32585.0,Africa,1.6356457980823462,44.81105470953187,0.0006411709886943437,10.487286335102068,641.1709886943437,18.49971799210378,137.93103448275863,58.904971680302076,15.792223353394169,97.0633625516967,47.29055220962958
Montenegro,Europe,628074.0,3480,656.0,60.0,80.0,2178.0,936.0,1242.0,27.5,5541.0,96.0,38427.0,61182.0,Europe,1.7241379310344827,62.58620689655172,0.005540748383152304,95.53014453710868,5540.748383152304,18.850574712643677,133.33333333333331,42.97520661157025,16.456714855324094,96.74052155088957,45.28152583630206
Thailand,Asia,69817894.0,3330,656.0,58.0,80.0,3148.0,936.0,124.0,1.0,48.0,0.8,749213.0,10731.0,South-EastAsia,1.7417417417417418,94.53453453453453,4.769550911976806e-05,0.8307325912752396,47.69550911976806,19.6996996996997,137.93103448275863,29.733163913595934,17.232361069299653,114.54019314366461,45.66789383402421
Somalia,Africa,15933012.0,3227,656.0,93.0,80.0,1728.0,936.0,1406.0,2.0,203.0,6.0,135702.0,32585.0,EasternMediterranean,2.8819336845367216,53.54818717074682,0.00020253546535959428,5.83693779933135,202.53546535959427,20.328478462968704,86.02150537634408,54.166666666666664,18.04971631239513,118.48695668543641,47.148886324609585
Mayotte,Africa,273419.0,3042,656.0,39.0,80.0,2738.0,936.0,265.0,2.0,11126.0,143.0,13000.0,47546.0,Europe,1.282051282051282,90.00657462195923,0.01112578131000406,142.63822192312895,11125.78131000406,21.564760026298487,205.1282051282051,34.18553688823959,18.970583324350123,134.18554381259497,41.45387260701632
Eswatini,Africa,1161348.0,2968,656.0,55.0,80.0,1476.0,936.0,1437.0,5.0,2556.0,47.0,20784.0,17896.0,Africa,1.853099730458221,49.73045822102426,0.0025556508471190377,47.35875895941613,2555.6508471190377,22.10242587601078,145.45454545454547,63.41463414634146,19.726373972669453,145.6732431051723,45.9228456474897
Sri Lanka,Asia,21422362.0,2839,656.0,11.0,80.0,2541.0,936.0,287.0,1.0,133.0,0.5,166737.0,7783.0,South-EastAsia,0.3874603733709053,89.50334624867912,0.00013252506889763137,0.5134821267608118,132.52506889763137,23.10672772102853,727.2727272727273,36.835891381345924,20.59319778439338,224.7246265043818,45.7451530411517
Cuba,North America,11325899.0,2775,656.0,88.0,80.0,2409.0,936.0,278.0,4.0,245.0,8.0,285471.0,25205.0,Americas,3.171171171171171,86.8108108108108,0.00024501366293307045,7.769802644364036,245.01366293307046,23.63963963963964,90.9090909090909,38.85429638854296,21.327472305469932,218.00720599385787,42.88077085661469
Cabo Verde,Africa,556581.0,2734,656.0,27.0,80.0,2010.0,936.0,697.0,27.5,4912.0,49.0,61633.0,110735.0,Africa,0.9875640087783468,73.51865398683248,0.004912133184567924,48.510459394050464,4912.133184567924,23.994147768836868,296.2962962962963,46.56716417910447,22.062268456354673,241.2876292742811,43.39390765197671
Namibia,Africa,2545264.0,2652,656.0,15.0,80.0,563.0,936.0,2074.0,24.0,1042.0,6.0,29233.0,11485.0,Africa,0.5656108597285068,21.229260935143287,0.0010419351391447017,5.893298298329761,1041.9351391447017,24.73604826546003,533.3333333333333,166.25222024866787,22.781746822891865,297.7736719672203,62.89662998555843
Mali,Africa,20302901.0,2552,656.0,124.0,80.0,1954.0,936.0,474.0,27.5,126.0,6.0,25152.0,1239.0,Africa,4.858934169278997,76.56739811912226,0.0001256963229047908,6.107501583148142,125.6963229047908,25.705329153605017,64.51612903225806,47.901740020470825,23.54986835012562,294.7014753466366,62.0016404646733
Slovakia,Europe,5459915.0,2480,656.0,29.0,80.0,1824.0,936.0,627.0,2.0,454.0,5.0,272322.0,49877.0,Europe,1.1693548387096775,73.54838709677419,0.00045421952539554186,5.311437998576901,454.21952539554184,26.451612903225808,275.86206896551727,51.31578947368421,24.247990189686668,304.8063130376812,64.4488194054511
South Sudan,Africa,11206572.0,2450,656.0,47.0,80.0,1175.0,936.0,1228.0,27.5,219.0,4.0,12044.0,1075.0,Africa,1.9183673469387756,47.95918367346938,0.00021862171590027708,4.193967611148173,218.62171590027708,26.77551020408163,170.2127659574468,79.6595744680851,24.915573665125358,308.34320168095286,66.7695251657002
Slovenia,Europe,2078968.0,2223,656.0,125.0,80.0,1909.0,936.0,189.0,2.0,1069.0,60.0,135702.0,65274.0,Europe,5.623031938821413,85.87494376968061,0.0010692805276464091,60.12598558515571,1069.2805276464092,29.509671614934774,64.0,49.03090623363017,25.830279935683393,213.58995492770606,68.51167014459794
Lithuania,Europe,2718121.0,2171,656.0,81.0,80.0,1656.0,936.0,434.0,6.0,799.0,30.0,540784.0,198955.0,Europe,3.7309995393827724,76.27821280515892,0.0007987135230550811,29.799997866172994,798.713523055081,30.216490096729622,98.76543209876543,56.52173913043478,26.769830000981965,214.71228938337387,71.03559053629678
Estonia,Europe,1326627.0,2124,656.0,63.0,80.0,1954.0,936.0,107.0,27.5,1601.0,47.0,122880.0,92626.0,Europe,2.9661016949152543,91.99623352165726,0.0016010528958026635,47.488857078892565,1601.0528958026634,30.88512241054614,126.98412698412697,47.901740020470825,27.754254949797573,190.52483662449254,71.22624422792055
Mozambique,Africa,31333962.0,2120,656.0,15.0,80.0,795.0,936.0,1310.0,27.5,68.0,0.5,65151.0,2079.0,Africa,0.7075471698113208,37.5,6.765821698513581e-05,0.4787137994231307,67.65821698513581,30.943396226415093,533.3333333333333,117.73584905660377,28.641018944219727,190.52483662449254,64.29533405762568
Rwanda,Africa,12981546.0,2111,656.0,5.0,80.0,1258.0,936.0,848.0,27.5,163.0,0.4,286251.0,22051.0,Africa,0.23685457129322599,59.59261013737566,0.0001626154542764013,0.38516213708290215,162.6154542764013,31.075319753671245,1600.0,74.40381558028616,29.408160458514903,409.8796753341699,68.081344851885
Suriname,South America,587154.0,2096,656.0,29.0,80.0,1446.0,936.0,621.0,9.0,3570.0,49.0,2785.0,4743.0,Americas,1.383587786259542,68.98854961832062,0.0035697619363914746,49.39079015045456,3569.7619363914746,31.297709923664126,275.86206896551727,64.73029045643153,30.100460032863232,409.87967533417,69.99770213513463
